counts_code,scenario_type,total_tasks,n1,n2,n3,n4,p1,p2,p3,p4,r,lambda,lambda_label,eta_T_percent,eta_E_percent,base_score_without_cost,activation_cost_factor_phi,max_affordable_activation_cost_K,zero_cost_recommendation,threshold_interpretation
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,6,6,31.99,4.36,5.83,1.1705,4.98,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,8,8,31.99,4.36,-2.89,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,10,10,31.99,4.36,-11.61,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2212,single_arm_dominant,7,2,2,1,2,0.2857,0.2857,0.1429,0.2857,0.875,15,15,31.99,4.36,-33.41,1.1705,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,0.5,0_5,32.01,4.72,29.65,1.1613,25.53,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,1,1,32.01,4.72,27.29,1.1613,23.5,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,2,2,32.01,4.72,22.57,1.1613,19.44,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,3,3,32.01,4.72,17.85,1.1613,15.37,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,4,4,32.01,4.72,13.13,1.1613,11.31,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,5,5,32.01,4.72,8.41,1.1613,7.24,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,6,6,32.01,4.72,3.69,1.1613,3.18,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,8,8,32.01,4.72,-5.75,1.1613,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,10,10,32.01,4.72,-15.19,1.1613,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2221,single_arm_dominant,7,2,2,2,1,0.2857,0.2857,0.2857,0.1429,0.875,15,15,32.01,4.72,-38.79,1.1613,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,0.5,0_5,26.97,3.89,25.02,1.2094,20.69,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,1,1,26.97,3.89,23.08,1.2094,19.08,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,2,2,26.97,3.89,19.19,1.2094,15.87,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,3,3,26.97,3.89,15.3,1.2094,12.65,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,4,4,26.97,3.89,11.41,1.2094,9.43,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,5,5,26.97,3.89,7.52,1.2094,6.22,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,6,6,26.97,3.89,3.63,1.2094,3.0,recommend_3arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,8,8,26.97,3.89,-4.15,1.2094,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,10,10,26.97,3.89,-11.93,1.2094,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
2222,balanced,8,2,2,2,2,0.25,0.25,0.25,0.25,1.0,15,15,26.97,3.89,-31.38,1.2094,0.0,recommend_2arm,3-arm is recommended when actual K is smaller than this threshold.
